Email_ID,Sender_Email,Subject,Email_Length,Num_Links,Num_Special_Chars,Capital_Words,Has_Attachment,Spam
1843,930,4,172.0,8.0,15.0,51,1,1
1844,931,5,194.0,7.0,6.0,58,0,1
1845,932,1,180.0,4.0,8.0,5,1,1
1846,933,4,84.0,0.0,1.0,0,0,0
1847,934,5,117.0,0.0,6.0,3,1,0
1848,935,2,123.0,2.0,1.0,7,0,0
1849,936,3,61.0,3.0,6.0,3,1,0
1850,937,6,179.0,4.0,16.0,42,0,1
1851,939,0,76.0,0.0,4.0,2,0,0
1852,940,6,59.0,0.0,1.0,1,1,0
1853,941,2,105.0,1.0,5.0,6,0,0
1854,942,3,133.0,6.0,19.0,3,0,1
1855,943,5,98.0,0.0,2.0,9,0,0
1856,944,2,161.0,8.0,9.0,36,0,1
1857,945,3,144.0,6.0,12.0,40,0,1
1858,946,4,154.0,7.0,18.0,54,0,1
1859,947,6,64.0,3.0,2.0,5,0,0
1860,948,0,180.0,2.0,10.0,55,1,1
1861,950,1,158.0,5.0,9.0,40,0,1
1862,951,0,64.0,0.0,3.0,2,0,0
1863,952,3,192.0,4.0,15.0,40,0,1
1864,953,2,46.0,2.0,5.0,8,1,0
1865,954,2,195.0,2.0,23.0,39,1,1
1866,955,2,57.0,1.0,2.0,4,0,0
1867,956,2,64.0,1.0,4.0,6,0,0
1868,957,4,63.0,2.0,1.0,2,0,0
1869,958,4,52.0,1.0,8.0,3,0,0
1870,959,0,54.0,0.0,6.0,0,0,0
1871,961,3,72.0,1.0,1.0,7,1,0
1872,962,7,177.0,8.0,17.0,34,0,1
1873,963,7,60.0,1.0,2.0,2,0,0
1874,964,4,64.0,1.0,2.0,9,1,0
1875,965,4,55.0,1.0,3.0,6,1,0
1876,966,3,72.0,1.0,3.0,6,0,0
1877,967,2,51.0,2.0,2.0,2,0,0
1878,968,3,116.0,1.0,4.0,3,0,0
1879,969,2,115.0,0.0,3.0,7,1,0
1880,970,6,69.0,2.0,1.0,2,0,0
1881,972,6,95.0,1.0,5.0,7,0,0
1882,973,7,167.0,6.0,19.0,30,1,1
1883,974,7,146.0,10.0,15.0,22,0,1
1884,975,4,198.0,7.0,12.0,48,1,1
1885,976,2,201.0,5.0,13.0,24,0,1
1886,977,3,200.0,5.0,18.0,57,0,1
1887,978,2,161.0,5.0,12.0,5,1,1
1888,979,2,108.0,1.0,2.0,8,0,0
1889,980,2,104.0,2.0,0.0,4,0,0
1890,981,1,76.0,3.0,1.0,7,0,0
1891,983,5,72.0,0.0,3.0,7,0,0
1892,984,6,172.0,3.0,14.0,8,1,1
1893,985,4,76.0,1.0,4.0,6,0,0
1894,986,6,80.0,1.0,2.0,9,0,0
1895,987,1,83.0,1.0,1.0,7,0,0
1896,988,5,99.0,2.0,4.0,7,0,0
1897,989,7,55.0,0.0,3.0,3,0,0
1898,990,5,83.0,0.0,6.0,9,0,0
1899,991,7,124.0,2.0,2.0,2,0,0
1900,992,5,50.0,0.0,2.0,2,0,0
1901,995,6,52.0,1.0,5.0,7,1,0
1902,996,4,196.0,9.0,18.0,25,0,1
1903,997,7,57.0,0.0,1.0,0,0,0
1904,998,1,95.0,0.0,2.0,3,0,0
1905,999,1,85.0,4.0,4.0,5,0,0
1906,1000,4,71.0,1.0,4.0,5,0,0
1907,1001,2,20.0,0.0,6.0,8,0,0
1908,1002,2,228.0,7.0,11.0,37,0,1
1909,1003,7,116.0,1.0,2.0,9,1,0
1910,1004,4,102.0,0.0,5.0,4,0,0
1911,1006,2,63.0,0.0,1.0,3,0,0
1912,1007,3,87.0,2.0,2.0,0,0,0
1913,1008,6,129.0,0.0,4.0,2,0,0
1914,1009,4,85.0,2.0,5.0,9,0,0
1915,1010,7,93.0,1.0,5.0,7,0,0
1916,1011,0,86.0,2.0,4.0,3,1,0
1917,1012,4,75.0,3.0,0.0,7,0,0
1918,1013,1,95.0,4.0,18.0,59,1,1
1919,1014,0,49.0,0.0,1.0,5,0,0
1920,1015,3,46.0,0.0,6.0,4,0,0
1921,1017,7,62.0,2.0,6.0,0,0,0
1922,1018,1,67.0,1.0,2.0,8,0,0
1923,1019,7,87.0,2.0,2.0,8,1,0
1924,1020,1,182.0,9.0,21.0,12,1,1
1925,1021,3,103.0,1.0,2.0,7,0,0
1926,1022,1,81.0,1.0,4.0,5,1,0
1927,1023,2,196.0,6.0,12.0,36,0,1
1928,1024,5,180.0,6.0,21.0,40,1,1
1929,1025,3,46.0,0.0,0.0,3,0,0
1930,1026,5,50.0,0.0,3.0,7,1,0
1931,1028,1,134.0,0.0,1.0,9,1,0
1932,1029,3,171.0,5.0,11.0,40,1,1
1933,1030,5,118.0,0.0,2.0,8,0,0
1934,1031,4,180.0,5.0,12.0,12,0,1
1935,1032,7,109.0,0.0,1.0,3,0,0
1936,1033,0,164.0,5.0,9.0,28,1,1
1937,1034,2,82.0,2.0,2.0,5,0,0
1938,1035,0,105.0,0.0,5.0,1,0,0
1939,1036,0,96.0,0.0,6.0,1,0,0
1940,1037,5,143.0,5.0,11.0,3,0,1
1941,1039,1,92.0,0.0,3.0,5,1,0
1942,1040,7,75.0,1.0,0.0,7,1,0
1943,1041,7,92.0,0.0,3.0,5,1,0
1944,1042,2,203.0,2.0,10.0,40,1,1
1945,1043,6,159.0,4.0,15.0,7,0,1
1946,1044,7,128.0,2.0,2.0,3,1,0
1947,1045,5,101.0,2.0,0.0,0,0,0
1948,1046,6,144.0,12.0,9.0,49,1,1
1949,1047,5,76.0,0.0,5.0,9,0,0
1950,1048,1,189.0,3.0,14.0,39,1,1
1951,1050,1,87.0,1.0,3.0,7,0,0
1952,1051,7,75.0,2.0,2.0,9,1,0
1953,1052,3,24.0,2.0,1.0,2,1,0
1954,1053,3,43.0,0.0,2.0,1,0,0
1955,1054,7,23.0,0.0,4.0,4,0,0
1956,1055,3,116.0,7.0,11.0,4,1,1
1957,1056,3,102.0,0.0,3.0,7,0,0
1958,1057,4,188.0,2.0,16.0,1,1,1
1959,1058,0,90.0,0.0,1.0,3,0,0
1960,1059,4,78.0,2.0,2.0,7,0,0
1961,1061,6,98.0,0.0,5.0,2,0,0
1962,1062,1,49.0,2.0,2.0,2,0,0
1963,1063,7,147.0,9.0,12.0,45,0,1
1964,1064,0,91.0,0.0,0.0,4,0,0
1965,1065,7,55.0,0.0,3.0,9,0,0
1966,1066,7,88.0,0.0,3.0,2,0,0
1967,1067,1,152.0,2.0,10.0,33,0,1
1968,1068,6,89.0,1.0,3.0,3,0,0
1969,1069,0,140.0,2.0,1.0,4,0,0
1970,1070,2,114.0,0.0,4.0,1,0,0
1971,1072,6,97.0,0.0,7.0,7,0,0
1972,1073,7,176.0,8.0,16.0,26,0,1
1973,1074,7,86.0,0.0,2.0,7,0,0
1974,1075,3,106.0,2.0,5.0,7,0,0
1975,1076,2,153.0,4.0,19.0,28,0,1
1976,1077,7,87.0,1.0,1.0,6,1,0
1977,1078,0,152.0,6.0,11.0,5,1,1
1978,1079,5,62.0,1.0,3.0,2,1,0
1979,1080,0,45.0,2.0,0.0,4,1,0
1980,1081,1,79.0,0.0,1.0,9,0,0
1981,1083,5,192.0,5.0,13.0,15,0,1
1982,1084,0,73.0,2.0,2.0,0,0,0
1983,1085,4,72.0,0.0,8.0,1,0,0
1984,1086,6,85.0,0.0,4.0,4,1,0
1985,1087,4,75.0,0.0,4.0,8,0,0
1986,1088,4,100.0,0.0,3.0,0,0,0
1987,1089,3,146.0,4.0,18.0,25,0,1
1988,1090,2,186.0,2.0,13.0,17,0,1
1989,1091,0,150.0,3.0,16.0,8,1,1
1990,1092,5,105.0,0.0,3.0,2,0,0
1991,1094,5,42.0,1.0,5.0,6,0,0
1992,1095,7,82.0,1.0,6.0,2,0,0
1993,1096,4,95.0,1.0,1.0,5,0,0
1994,1097,0,98.0,1.0,1.0,3,0,0
1995,1098,4,27.0,3.0,2.0,3,0,0
1996,1099,6,113.0,1.0,4.0,1,1,0
1997,1100,1,88.0,0.0,2.0,2,0,0
1998,1101,5,94.0,2.0,4.0,9,0,0
1999,1102,4,87.0,1.0,2.0,0,0,0
2000,1103,5,182.0,6.0,17.0,49,1,1
2001,1107,7,152.0,4.0,19.0,23,0,1
2002,1108,6,202.0,5.0,13.0,52,0,1
2003,1109,7,84.0,0.0,3.0,5,0,0
2004,1110,6,92.0,1.0,3.0,7,0,0
2005,1111,5,166.0,9.0,15.0,48,0,1
2006,1112,7,181.0,7.0,13.0,47,0,1
2007,1113,3,116.0,0.0,3.0,1,0,0
2008,1114,7,219.0,4.0,22.0,56,1,1
2009,1115,0,206.0,5.0,21.0,3,1,1
2010,1116,2,176.0,7.0,19.0,1,0,1
2011,1118,6,107.0,0.0,2.0,2,0,0
2012,1119,2,81.0,0.0,1.0,8,0,0
2013,1120,0,63.0,2.0,5.0,0,0,0
2014,1121,4,71.0,0.0,4.0,7,0,0
2015,1122,7,180.0,4.0,9.0,1,0,1
2016,1123,1,181.0,4.0,22.0,15,0,1
2017,1124,6,120.0,1.0,2.0,3,0,0
2018,1125,6,205.0,5.0,17.0,40,0,1
2019,1126,6,167.0,5.0,10.0,10,1,1
2020,1127,3,105.0,2.0,4.0,8,0,0
2021,1129,6,163.0,5.0,18.0,40,1,1
2022,1130,7,157.0,6.0,14.0,43,0,1
2023,1131,4,71.0,2.0,1.0,1,0,0
2024,1132,5,78.0,0.0,0.0,5,0,0
2025,1133,0,51.0,0.0,3.0,9,0,0
2026,1134,3,91.0,1.0,4.0,0,1,0
2027,1135,2,173.0,4.0,13.0,3,0,1
2028,1136,5,179.0,6.0,18.0,47,1,1
2029,1137,4,62.0,1.0,3.0,1,1,0
2030,1138,6,121.0,1.0,4.0,1,0,0
2031,1140,0,165.0,2.0,15.0,16,0,1
2032,1141,4,108.0,1.0,3.0,1,0,0
2033,1142,0,20.0,2.0,4.0,3,0,0
2034,1143,2,70.0,1.0,4.0,4,0,0
2035,1144,5,99.0,2.0,2.0,9,0,0
2036,1145,4,180.0,9.0,15.0,48,0,1
2037,1146,1,98.0,0.0,3.0,3,0,0
2038,1147,1,90.0,2.0,3.0,9,1,0
2039,1148,5,66.0,2.0,2.0,0,0,0
2040,1149,1,162.0,6.0,18.0,41,0,1
2041,1151,1,68.0,3.0,3.0,5,1,0
2042,1152,4,153.0,2.0,22.0,21,1,1
2043,1153,0,76.0,2.0,3.0,9,0,0
2044,1154,6,163.0,6.0,9.0,41,1,1
2045,1155,0,164.0,4.0,16.0,59,1,1
2046,1156,3,61.0,0.0,5.0,5,0,0
2047,1157,6,47.0,2.0,7.0,6,0,0
2048,1158,2,20.0,0.0,5.0,8,0,0
2049,1159,5,64.0,0.0,4.0,9,1,0
2050,1160,7,103.0,3.0,2.0,2,0,0
2051,1162,5,62.0,0.0,2.0,3,0,0
2052,1163,6,91.0,2.0,4.0,0,0,0
2053,1164,7,123.0,0.0,6.0,2,0,0
2054,1165,1,171.0,3.0,9.0,26,0,1
2055,1166,6,177.0,10.0,16.0,46,0,1
2056,1167,4,49.0,3.0,4.0,2,1,0
2057,6972,6,183.0,5.0,8.0,19,0,1
2058,1168,6,78.0,0.0,2.0,5,0,0
2059,1169,7,66.0,2.0,1.0,6,1,0
2060,1170,2,67.0,0.0,6.0,4,0,0
2061,1172,1,52.0,0.0,2.0,9,0,0
2062,1173,3,90.0,1.0,2.0,9,0,0
2063,1174,5,27.0,2.0,4.0,7,0,0
2064,1175,1,72.0,0.0,2.0,0,0,0
2065,1176,1,173.0,4.0,24.0,36,0,1
2066,1177,4,181.0,4.0,11.0,36,0,1
2067,1178,6,183.0,5.0,14.0,13,1,1
2068,1179,3,166.0,2.0,19.0,44,1,1
2069,1180,1,85.0,1.0,3.0,2,0,0
2070,1181,5,90.0,2.0,1.0,6,0,0
2071,1183,7,186.0,1.0,17.0,56,1,1
2072,1184,2,207.0,8.0,14.0,53,1,1
2073,1185,5,193.0,5.0,9.0,11,1,1
2074,1186,3,100.0,0.0,3.0,3,0,0
2075,1187,0,69.0,1.0,4.0,3,0,0
2076,1188,5,111.0,1.0,4.0,5,0,0
2077,1189,4,95.0,0.0,4.0,7,1,0
2078,1190,4,92.0,2.0,3.0,5,0,0
2079,1191,4,171.0,6.0,14.0,49,0,1
2080,1192,5,71.0,3.0,2.0,6,0,0
2081,1194,7,155.0,4.0,19.0,18,0,1
2082,1195,0,54.0,0.0,2.0,9,0,0
2083,1196,0,65.0,1.0,3.0,0,0,0
2084,1197,5,189.0,2.0,15.0,20,0,1
2085,1198,4,101.0,1.0,6.0,3,0,0
2086,1199,7,109.0,0.0,8.0,9,0,0
2087,1200,6,76.0,3.0,4.0,3,0,0
2088,1201,4,78.0,0.0,3.0,9,1,0
2089,1202,0,118.0,0.0,1.0,7,0,0
2090,1203,6,158.0,3.0,13.0,44,0,1
2091,1205,7,178.0,5.0,18.0,58,1,1
2092,1206,3,209.0,12.0,14.0,58,1,1
2093,1207,0,163.0,3.0,13.0,25,1,1
2094,1208,7,116.0,1.0,1.0,6,0,0
2095,1209,1,70.0,0.0,6.0,7,1,0
2096,1210,4,169.0,1.0,19.0,52,0,1
2097,1211,0,80.0,2.0,6.0,4,1,0
2098,1212,7,222.0,7.0,23.0,2,0,1
2099,1213,6,74.0,2.0,2.0,4,0,0
2100,1214,1,183.0,3.0,18.0,43,0,1
2101,1217,1,56.0,1.0,1.0,2,0,0
2102,1218,4,41.0,1.0,5.0,8,0,0
2103,1219,5,80.0,1.0,1.0,9,1,0
2104,1220,5,160.0,5.0,10.0,6,0,1
2105,1221,0,23.0,2.0,6.0,2,0,0
2106,1222,5,84.0,0.0,6.0,1,0,0
2107,1223,7,202.0,4.0,17.0,47,1,1
2108,1224,5,102.0,1.0,3.0,1,0,0
2109,1225,1,188.0,5.0,14.0,11,0,1
2110,1226,2,93.0,2.0,1.0,7,0,0
2111,1228,4,69.0,1.0,5.0,1,0,0
2112,1229,7,73.0,2.0,2.0,9,0,0
2113,1230,5,63.0,2.0,3.0,2,1,0
2114,1231,0,87.0,1.0,4.0,6,0,0
2115,1232,2,221.0,7.0,18.0,28,0,1
2116,1233,5,161.0,3.0,10.0,39,1,1
2117,1234,5,108.0,0.0,3.0,7,0,0
2118,1235,4,59.0,1.0,2.0,8,1,0
2119,1236,0,33.0,0.0,3.0,7,0,0
2120,1237,1,180.0,3.0,16.0,55,0,1
2121,1239,1,85.0,0.0,2.0,8,0,0
2122,1240,7,80.0,1.0,1.0,4,0,0
2123,1241,3,79.0,0.0,2.0,7,0,0
2124,1242,6,43.0,1.0,1.0,1,1,0
2125,1243,2,81.0,1.0,2.0,8,0,0
2126,1244,7,55.0,2.0,5.0,1,0,0
2127,1245,2,107.0,3.0,4.0,1,0,0
2128,1246,2,203.0,6.0,10.0,36,0,1
2129,1247,3,97.0,0.0,3.0,1,0,0
2130,1248,0,65.0,1.0,2.0,3,0,0
2131,1250,2,153.0,6.0,16.0,46,1,1
2132,1251,7,50.0,1.0,4.0,7,0,0
2133,1252,0,103.0,1.0,3.0,9,1,0
2134,1253,6,69.0,0.0,3.0,7,0,0
2135,1254,4,150.0,4.0,19.0,46,0,1
2136,1255,7,91.0,1.0,2.0,2,0,0
2137,1256,7,75.0,1.0,1.0,4,1,0
2138,1257,3,184.0,4.0,15.0,47,1,1
2139,1258,5,88.0,1.0,5.0,8,0,0
2140,1259,1,66.0,1.0,2.0,8,0,0
2141,1261,1,61.0,0.0,1.0,4,0,0
2142,1262,7,57.0,0.0,6.0,4,0,0
2143,1263,0,82.0,0.0,3.0,3,0,0
2144,1264,5,84.0,1.0,4.0,2,0,0
2145,1265,6,115.0,1.0,7.0,7,0,0
2146,1266,1,66.0,2.0,2.0,8,1,0
2147,1267,5,78.0,1.0,4.0,3,0,0
2148,1268,4,168.0,1.0,15.0,40,0,1
2149,1269,4,181.0,6.0,9.0,54,0,1
2150,1270,3,60.0,0.0,4.0,4,0,0
2151,1272,5,163.0,9.0,15.0,41,1,1
2152,1273,1,43.0,1.0,3.0,2,1,0
2153,1274,1,51.0,2.0,2.0,4,1,0
2154,1275,4,81.0,2.0,3.0,4,0,0
2155,1276,0,78.0,1.0,2.0,9,0,0
2156,1277,6,161.0,5.0,18.0,49,0,1
2157,1278,5,164.0,3.0,13.0,19,0,1
2158,1279,0,89.0,2.0,1.0,1,0,0
2159,1280,0,109.0,0.0,5.0,4,1,0
2160,1281,7,67.0,1.0,4.0,6,0,0
2161,1283,0,96.0,1.0,1.0,8,0,0
2162,1284,4,71.0,0.0,2.0,0,0,0
2163,1285,0,82.0,1.0,4.0,9,0,0
2164,1286,4,93.0,0.0,4.0,3,1,0
2165,1287,4,69.0,3.0,1.0,7,0,0
2166,1288,6,95.0,0.0,5.0,5,0,0
2167,1289,7,126.0,0.0,2.0,0,0,0
2168,1290,4,75.0,0.0,2.0,4,0,0
2169,1291,1,187.0,3.0,19.0,55,1,1
2170,1292,4,86.0,1.0,5.0,5,0,0
2171,1294,6,32.0,0.0,2.0,3,0,0
2172,1295,3,126.0,1.0,4.0,4,0,0
2173,1296,3,73.0,1.0,3.0,5,0,0
2174,1297,7,81.0,4.0,1.0,0,0,0
2175,1298,4,202.0,6.0,14.0,41,0,1
2176,1299,7,156.0,0.0,18.0,35,0,1
2177,1300,3,69.0,3.0,5.0,5,0,0
2178,1301,2,156.0,3.0,4.0,9,0,1
2179,1302,3,110.0,1.0,0.0,3,1,0
2180,1303,6,189.0,7.0,23.0,27,0,1
2181,1305,0,99.0,1.0,3.0,7,0,0
2182,1306,1,87.0,0.0,6.0,4,0,0
2183,1307,1,123.0,1.0,2.0,0,0,0
2184,1308,5,219.0,11.0,18.0,37,1,1
2185,1309,7,29.0,0.0,2.0,3,0,0
2186,1310,4,103.0,0.0,6.0,3,0,0
2187,1311,2,34.0,1.0,3.0,3,0,0
2188,1312,7,60.0,2.0,5.0,1,0,0
2189,1313,4,83.0,1.0,3.0,9,0,0
2190,1314,3,62.0,2.0,6.0,7,0,0
2191,1316,6,104.0,0.0,2.0,7,0,0
2192,1317,1,190.0,7.0,15.0,2,0,1
2193,1318,3,78.0,0.0,2.0,3,0,0
2194,1319,1,78.0,1.0,1.0,6,0,0
2195,1320,6,72.0,1.0,1.0,0,0,0
2196,1321,0,130.0,6.0,14.0,20,0,1
2197,1322,5,95.0,0.0,3.0,0,1,0
2198,1323,3,181.0,5.0,18.0,15,0,1
2199,1324,4,90.0,1.0,4.0,8,1,0
2200,1325,4,144.0,2.0,0.0,4,0,0
2201,1328,5,59.0,2.0,3.0,4,0,0
2202,1329,6,99.0,0.0,1.0,9,0,0
2203,1330,6,85.0,2.0,5.0,5,0,0
2204,1331,5,145.0,4.0,18.0,4,0,1
2205,1332,7,63.0,0.0,2.0,2,0,0
2206,1333,2,97.0,0.0,2.0,2,1,0
2207,1334,6,112.0,4.0,3.0,5,0,0
2208,1335,3,66.0,0.0,6.0,7,0,0
2209,1336,7,55.0,1.0,1.0,5,0,0
2210,1337,2,143.0,2.0,3.0,7,0,0
2211,1339,7,99.0,0.0,3.0,1,0,0
2212,1340,2,154.0,7.0,11.0,52,1,1
2213,1341,3,117.0,1.0,3.0,8,1,0
2214,1342,5,72.0,1.0,4.0,6,1,0
2215,1343,2,106.0,1.0,3.0,5,0,0
2216,1344,1,51.0,2.0,1.0,5,0,0
2217,1345,5,103.0,2.0,4.0,0,0,0
2218,1346,1,93.0,0.0,1.0,9,0,0
2219,1347,3,66.0,1.0,6.0,3,1,0
2220,1348,5,85.0,1.0,1.0,3,0,0
2221,1350,4,111.0,2.0,3.0,4,0,0
2222,1351,1,57.0,1.0,4.0,0,0,0
2223,1352,4,85.0,2.0,1.0,2,0,0
2224,1353,6,180.0,1.0,15.0,43,0,1
2225,1354,5,84.0,1.0,2.0,8,1,0
2226,1355,1,47.0,1.0,4.0,4,0,0
2227,1356,7,179.0,6.0,5.0,53,1,1
2228,1357,7,77.0,0.0,0.0,0,0,0
2229,1358,4,131.0,9.0,14.0,35,0,1
2230,1359,5,55.0,0.0,4.0,7,0,0
2231,1361,3,207.0,4.0,13.0,0,1,1
2232,1362,7,188.0,4.0,10.0,51,0,1
2233,1363,5,129.0,1.0,1.0,3,0,0
2234,1364,5,50.0,0.0,2.0,2,0,0
2235,1365,0,104.0,1.0,3.0,8,0,0
2236,1366,1,73.0,0.0,1.0,7,0,0
2237,1367,4,79.0,2.0,4.0,9,1,0
2238,1368,0,162.0,6.0,20.0,30,0,1
2239,1369,2,198.0,3.0,9.0,51,1,1
2240,1370,2,111.0,1.0,2.0,8,0,0
2241,1372,7,86.0,0.0,2.0,5,0,0
2242,1373,3,178.0,8.0,16.0,47,1,1
2243,1374,2,98.0,1.0,5.0,8,0,0
2244,1375,6,195.0,3.0,18.0,4,0,1
2245,1376,3,71.0,2.0,3.0,9,1,0
2246,1377,1,178.0,5.0,14.0,49,0,1
2247,1378,3,63.0,2.0,3.0,8,1,0
2248,1379,6,67.0,2.0,1.0,3,1,0
2249,1380,3,134.0,1.0,6.0,8,0,0
2250,1381,1,95.0,4.0,10.0,31,0,1
2251,1383,1,226.0,4.0,15.0,11,1,1
2252,1384,5,60.0,2.0,0.0,4,0,0
2253,1385,5,227.0,8.0,17.0,21,0,1
2254,1386,4,112.0,0.0,1.0,1,0,0
2255,1387,2,83.0,0.0,5.0,5,0,0
2256,1388,2,178.0,9.0,24.0,33,0,1
2257,1389,2,173.0,4.0,20.0,51,0,1
2258,1390,6,99.0,1.0,2.0,8,0,0
2259,1391,6,175.0,2.0,18.0,13,0,1
2260,1392,6,51.0,2.0,4.0,6,0,0
2261,1394,0,99.0,0.0,4.0,7,0,0
2262,1395,5,36.0,1.0,2.0,8,0,0
2263,1396,0,86.0,1.0,3.0,3,0,0
2264,1397,7,85.0,1.0,4.0,7,0,0
2265,1398,0,194.0,6.0,15.0,25,0,1
2266,1399,7,116.0,3.0,1.0,5,0,0
2267,1400,5,109.0,1.0,5.0,1,0,0
2268,1401,5,186.0,11.0,12.0,8,0,1
2269,1402,0,54.0,2.0,5.0,6,0,0
2270,1403,5,33.0,0.0,1.0,9,1,0
2271,1405,6,192.0,4.0,16.0,6,0,1
2272,1406,4,212.0,7.0,9.0,25,0,1
2273,1407,1,103.0,0.0,2.0,0,1,0
2274,1408,0,63.0,1.0,1.0,6,0,0
2275,1409,3,118.0,1.0,5.0,9,0,0
2276,1410,3,58.0,1.0,5.0,0,0,0
2277,1411,4,108.0,2.0,1.0,5,0,0
2278,1412,4,186.0,7.0,9.0,39,1,1
2279,1413,6,83.0,0.0,3.0,8,1,0
2280,1414,3,90.0,1.0,4.0,5,0,0
2281,1416,7,129.0,0.0,3.0,7,0,0
2282,1417,3,55.0,3.0,2.0,7,0,0
2283,1418,5,71.0,2.0,4.0,4,1,0
2284,1419,7,147.0,2.0,14.0,17,1,1
2285,1420,5,149.0,3.0,14.0,11,1,1
2286,1421,6,90.0,0.0,6.0,3,0,0
2287,1422,4,84.0,1.0,5.0,8,0,0
2288,1423,0,54.0,1.0,3.0,9,0,0
2289,1424,2,66.0,1.0,1.0,2,1,0
2290,1425,1,206.0,4.0,7.0,13,0,1
2291,1427,1,167.0,6.0,12.0,21,1,1
2292,1428,4,61.0,0.0,2.0,5,0,0
2293,1429,0,72.0,1.0,6.0,4,0,0
2294,1430,3,103.0,1.0,6.0,5,1,0
2295,1431,5,220.0,7.0,16.0,1,0,1
2296,1432,0,123.0,10.0,16.0,16,1,1
2297,1433,6,179.0,6.0,11.0,22,0,1
2298,1434,0,69.0,1.0,2.0,2,1,0
2299,1435,4,55.0,0.0,3.0,4,0,0
2300,1436,5,59.0,2.0,3.0,2,1,0
2301,1439,5,90.0,2.0,3.0,4,1,0
2302,1440,7,32.0,0.0,2.0,7,1,0
2303,1441,0,70.0,3.0,1.0,3,1,0
2304,1442,2,89.0,0.0,4.0,7,0,0
2305,1443,0,180.0,9.0,16.0,42,1,1
2306,1444,0,108.0,0.0,2.0,3,0,0
2307,1445,7,33.0,1.0,1.0,4,0,0
2308,1446,2,90.0,1.0,3.0,0,0,0
2309,1447,3,85.0,0.0,4.0,9,1,0
2310,1448,4,105.0,5.0,15.0,40,0,1
2311,1450,0,169.0,3.0,19.0,10,0,1
2312,1451,7,61.0,1.0,2.0,8,0,0
2313,1452,1,108.0,0.0,1.0,9,0,0
2314,6972,1,62.0,1.0,3.0,5,0,0
2315,1453,6,70.0,0.0,5.0,6,0,0
2316,1454,6,185.0,6.0,20.0,58,0,1
2317,1455,4,41.0,2.0,5.0,6,1,0
2318,1456,5,88.0,2.0,3.0,3,0,0
2319,1457,2,159.0,9.0,10.0,40,0,1
2320,1458,0,122.0,1.0,2.0,5,0,0
2321,1460,5,190.0,5.0,19.0,25,0,1
2322,1461,5,120.0,1.0,0.0,4,0,0
2323,1462,3,48.0,0.0,7.0,8,0,0
2324,1463,7,90.0,2.0,4.0,1,0,0
2325,1464,1,35.0,1.0,2.0,2,0,0
2326,1465,1,168.0,9.0,8.0,47,0,1
2327,1466,6,59.0,1.0,3.0,6,0,0
2328,1467,5,203.0,5.0,14.0,9,0,1
2329,1468,2,67.0,1.0,7.0,0,1,0
2330,1469,3,109.0,1.0,7.0,8,0,0
2331,1471,7,108.0,3.0,6.0,3,0,0
2332,1472,3,102.0,1.0,7.0,3,0,0
2333,1473,2,75.0,2.0,1.0,9,1,0
2334,1474,1,81.0,2.0,0.0,8,1,0
2335,1475,3,188.0,3.0,11.0,57,1,1
2336,1476,6,131.0,1.0,1.0,7,1,0
2337,1477,6,170.0,6.0,11.0,34,0,1
2338,1478,1,170.0,8.0,28.0,5,1,1
2339,1479,3,85.0,3.0,0.0,0,0,0
2340,1480,3,44.0,0.0,3.0,6,0,0
2341,1482,7,87.0,1.0,7.0,5,0,0
2342,1483,4,60.0,0.0,5.0,6,0,0
2343,1484,4,118.0,1.0,1.0,0,0,0
2344,1485,1,59.0,0.0,4.0,6,0,0
2345,1486,2,39.0,1.0,2.0,0,0,0
2346,1487,4,87.0,0.0,3.0,1,0,0
2347,1488,2,212.0,5.0,17.0,11,0,1
2348,1489,4,60.0,0.0,8.0,0,1,0
2349,1490,6,71.0,0.0,2.0,8,1,0
2350,1491,2,67.0,0.0,3.0,5,0,0
2351,1493,1,71.0,1.0,1.0,9,0,0
2352,1494,7,143.0,7.0,17.0,34,1,1
2353,1495,1,67.0,0.0,2.0,4,0,0
2354,1496,3,197.0,2.0,14.0,37,0,1
2355,1497,4,75.0,1.0,7.0,7,0,0
2356,1498,1,42.0,0.0,5.0,4,0,0
2357,1499,7,172.0,7.0,9.0,58,1,1
2358,1500,5,50.0,3.0,1.0,9,0,0
2359,1501,5,75.0,0.0,4.0,1,0,0
2360,1502,6,175.0,3.0,22.0,16,1,1
2361,1504,3,120.0,3.0,1.0,7,0,0
2362,1505,0,197.0,9.0,11.0,42,1,1
2363,1506,4,191.0,6.0,16.0,32,0,1
2364,1507,7,66.0,0.0,2.0,3,0,0
2365,1508,0,173.0,4.0,14.0,48,0,1
2366,1509,2,75.0,1.0,1.0,3,0,0
2367,1510,6,94.0,1.0,3.0,7,0,0
2368,1511,6,106.0,1.0,3.0,7,1,0
2369,1512,0,39.0,1.0,1.0,6,1,0
2370,1513,5,77.0,0.0,3.0,1,0,0
2371,1515,7,145.0,3.0,12.0,42,0,1
2372,1516,7,110.0,0.0,4.0,7,0,0
2373,1517,7,113.0,1.0,5.0,6,1,0
2374,1518,7,46.0,3.0,2.0,6,0,0
2375,1519,7,83.0,1.0,3.0,0,0,0
2376,1520,5,63.0,0.0,6.0,6,0,0
2377,1521,2,87.0,0.0,1.0,6,0,0
2378,1522,5,76.0,1.0,2.0,4,0,0
2379,1523,3,63.0,0.0,3.0,0,0,0
2380,1524,0,197.0,8.0,10.0,39,0,1
